Title;Artist;Genre;Year;Bpm;Energy;Danceability;Db;Liveness;Valence;Duration;Acousticness;Speechiness;Popularity
Beautiful;Snoop Dogg;Other;2005;101;74;89;-5;9;96;299;30;13;68
Better in Time;Leona Lewis;Other;2007;164;70;58;-4;13;55;234;51;5;68
Black Betty - Edit;Spiderbait;Rock/Metal;2004;124;87;56;-6;22;35;206;0;9;68
Blah Blah Blah (feat. 3OH!3);Kesha;Pop;2010;120;84;75;-3;42;52;172;8;12;68
Blame It;Jamie Foxx;Hip hop/Rap/R&b;2008;176;61;67;-5;14;36;290;8;10;68
Bonfire Heart;James Blunt;Other;2013;118;82;57;-6;12;45;238;18;5;68
Breathe;Faith Hill;Other;1999;137;50;53;-9;25;28;251;17;3;68
Burn;Ellie Goulding;Other;2014;87;78;56;-5;11;33;231;31;4;68
Crush;David Archuleta;Other;2008;162;66;57;-5;7;49;214;1;3;68
Dance Wiv Me - Radio Edit;Dizzee Rascal;Other;2011;112;75;88;-4;15;79;204;5;5;68
Dancing in the Moonlight;Toploader;Rock/Metal;2009;119;85;64;-3;34;87;233;5;4;68
Daughters;John Mayer;Other;2003;125;41;67;-8;10;50;238;84;3;68
Don't Stop the Party (feat. TJR);Pitbull;Pop;2012;127;96;72;-4;38;95;206;1;9;68
Easy Love;Sigala;Pop;2018;124;94;68;-4;12;65;230;18;6;68
Everyday;Logic;Hip hop/Rap/R&b;2018;150;74;67;-4;8;42;205;4;4;68
Everytime;Britney Spears;Pop;2003;110;28;40;-13;12;11;230;97;3;68
Fall for You;Secondhand Serenade;Pop;2008;170;45;40;-7;10;36;184;18;4;68
Five More Hours;Deorro;EDM;2015;128;88;70;-3;82;50;212;3;22;68
gone girl;iann dior;Hip hop/Rap/R&b;2019;95;71;68;-6;7;36;137;16;3;68
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);Megan Thee Stallion;Hip hop/Rap/R&b;2019;99;81;87;-5;21;57;199;0;16;68
Hotter Than Hell;Dua Lipa;Pop;2017;110;87;53;-4;6;53;188;1;9;68
I Don't Mind (feat. Juicy J);Usher;Hip hop/Rap/R&b;2014;113;46;87;-8;9;46;252;21;18;68
I Hope You Dance;Lee Ann Womack;Other;2000;151;44;39;-10;9;28;295;6;3;68
I Wanna Go;Britney Spears;Pop;2011;130;55;70;-7;33;79;210;0;4;68
I Wanna Know;Joe;Hip hop/Rap/R&b;2000;136;49;73;-6;43;60;297;26;4;68
If I Were a Boy;Beyoncé;Pop;2008;90;52;63;-6;35;43;249;11;3;68
I'm N Luv (Wit a Stripper) (feat. Mike Jones);T-Pain;Pop;2005;145;37;74;-10;17;47;239;1;8;68
I'm Real (feat. Ja Rule) - Murder Remix;Jennifer Lopez;Pop;2001;83;59;71;-8;7;55;262;27;15;68
In My Head;Jason Derulo;Pop;2010;110;75;76;-4;35;85;199;3;3;68
Independent Women Pt. 1;Destiny's Child;Pop;2001;98;60;73;-4;17;93;221;36;21;68
Jealous - Remix;Nick Jonas;Pop;2015;93;71;68;-4;44;45;222;1;8;68
Just You and I;Tom Walker;Other;2019;92;70;57;-5;11;54;175;46;30;68
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";Christina Aguilera;Pop;2001;110;80;76;-4;67;65;265;1;5;68
Lean Back;Terror Squad;Hip hop/Rap/R&b;2004;95;92;78;-3;7;70;247;11;42;68
Let Me Think About It;Ida Corr;Other;2013;129;75;76;-3;15;72;152;0;5;68
Let's Go (feat. Ne-Yo);Calvin Harris;Pop;2012;128;88;71;-3;29;88;233;1;6;68
Let's Love;David Guetta;Other;2020;93;87;66;-4;58;35;201;1;3;68
Like You (feat. Ciara);Bow Wow;Pop;2005;82;60;71;-8;6;50;206;5;9;68
MAMACITA;Black Eyed Peas;Pop;2020;105;64;89;-7;8;43;249;19;5;68
Melawan Restu;Mahalini;Pop;2021;120;34;63;-8;8;30;220;81;3;68
Mountain at My Gates;Foals;Pop;2015;104;93;50;-5;25;62;244;0;5;68
My Way (feat. Monty);Fetty Wap;Hip hop/Rap/R&b;2015;128;74;75;-3;15;54;213;0;5;68
Naughty Girl;Beyoncé;Pop;2003;100;47;74;-9;10;64;209;24;9;68
Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit;Basshunter;Other;2008;148;98;64;-6;9;35;148;2;35;68
One (Your Name) - Radio Edit;Swedish House Mafia;EDM;2010;125;67;73;-7;16;64;163;1;3;68
Overnight Celebrity;Twista;Hip hop/Rap/R&b;2004;134;79;83;-5;28;78;233;18;18;68
Read All About It Pt. III;Emeli Sandé;Hip hop/Rap/R&b;2012;98;44;63;-7;9;34;284;82;2;68
Red Lights;Tiësto;Other;2014;125;83;65;-5;12;55;262;0;4;68
Reload - Radio Edit;Sebastian Ingrosso;EDM;2013;128;72;49;-5;6;43;221;7;5;68
Ridin' Solo;Jason Derulo;Pop;2010;89;83;44;-4;13;58;216;13;15;68
Save The World;Swedish House Mafia;EDM;2011;127;67;51;-8;8;40;213;1;5;68
Scream;Usher;Hip hop/Rap/R&b;2012;128;86;62;-5;18;57;235;0;10;68
Sexbomb;Tom Jones;Other;1999;123;88;80;-4;10;93;212;14;4;68
Smile;Uncle Kracker;Other;2009;141;81;54;-4;42;61;202;20;3;68
Somethin' Stupid;Robbie Williams;Pop;2001;106;52;65;-12;17;68;170;43;3;68
Something;Lasgo;Pop;2001;140;98;64;-7;11;38;221;3;4;68
Sorry;Beyoncé;Pop;2016;130;60;78;-7;25;36;233;0;5;68
Started From the Bottom;Drake;Hip hop/Rap/R&b;2013;86;52;79;-8;16;56;174;3;16;68
Suit & Tie (feat. Jay-Z);Justin Timberlake;Pop;2013;102;60;80;-4;16;36;326;10;22;68
Take a Walk;Passion Pit;Rock/Metal;2012;101;76;57;-6;32;45;264;3;4;68
Teach Me How to Dougie;Cali Swag District;Hip hop/Rap/R&b;2011;85;44;85;-5;9;51;237;20;14;68
The Ketchup Song (Aserejé) - Spanglish Version;Las Ketchup;Pop;2002;185;92;61;-7;9;87;214;2;9;68
The Sound;The 1975;Rock/Metal;2016;121;94;65;-5;48;57;249;9;8;68
The Way;Ariana Grande;Pop;2013;82;88;65;-3;8;86;227;29;11;68
Thrift Shop (feat. Wanz);Macklemore & Ryan Lewis;Hip hop/Rap/R&b;2012;95;53;78;-7;5;66;236;6;29;68
Tiimmy Turner;Desiigner;Hip hop/Rap/R&b;2016;123;73;60;-3;8;30;240;17;4;68
Toothbrush;DNCE;Pop;2015;105;79;56;-6;47;83;232;12;13;68
Underneath Your Clothes;Shakira;Pop;2001;166;60;62;-5;10;36;224;69;4;68
Weak;Larissa Lambert;Hip hop/Rap/R&b;2021;128;45;62;-9;27;49;159;63;6;68
What's My Name?;Rihanna;Pop;2010;100;79;69;-3;8;58;263;23;7;68
When We Stand Together;Nickelback;Rock/Metal;2011;188;90;45;-4;4;88;191;0;5;68
Where the Party At (feat. Nelly);Jagged Edge;Hip hop/Rap/R&b;2001;129;66;60;-6;8;86;233;31;23;68
You Don't Know Me (feat. RAYE);Jax Jones;Pop;2019;124;67;88;-6;32;67;213;16;14;68
Young Forever;JAY-Z;Hip hop/Rap/R&b;2009;140;69;64;-3;21;10;254;42;7;68
Akhir Tak Bahagia;Misellia;Pop;2021;132;22;54;-11;11;31;186;92;3;67
America;Razorlight;Other;2006;91;57;45;-5;36;15;250;30;3;67
As I Am (feat. Khalid);Justin Bieber;Pop;2021;100;54;60;-8;10;11;174;13;4;67
Beautiful;Akon;Pop;2008;130;95;74;-4;11;63;313;12;9;67
Berzerk;Eminem;Hip hop/Rap/R&b;2013;95;87;74;-4;26;68;239;2;33;67
BIG BANK (feat. 2 Chainz & Big Sean & Nicki Minaj);YG;Hip hop/Rap/R&b;2018;204;35;75;-8;9;11;237;1;33;67
Blurry;Puddle Of Mudd;Rock/Metal;2001;157;94;43;-5;14;50;304;1;6;67
Breakaway;Kelly Clarkson;Pop;2004;160;72;27;-4;11;39;237;4;3;67
Breakeven;The Script;Rock/Metal;2008;94;69;63;-5;8;49;261;14;2;67
C.H.R.I.S.Y.E.;Diskoria;Pop;2021;118;71;64;-6;26;44;311;16;3;67
Can't Help but Wait;Trey Songz;Pop;2007;95;70;70;-6;9;61;206;36;7;67
Capsize;FRENSHIP;Other;2016;93;71;68;-6;69;36;238;4;3;67
Come on over Baby (All I Want Is You) - Radio Version;Christina Aguilera;Pop;1999;119;92;83;-3;25;78;203;23;11;67
Dirty Little Secret;The All-American Rejects;Rock/Metal;2005;144;96;47;-4;55;46;194;0;4;67
Fight For This Love;Cheryl;Pop;2009;123;74;74;-6;7;73;223;1;9;67
Final Song;MØ;Pop;2016;105;67;70;-6;8;25;236;1;3;67
Fire;Kasabian;Other;2009;117;74;53;-6;12;18;252;9;3;67
Get Right;Jennifer Lopez;Pop;2005;97;76;74;-5;63;36;226;2;12;67
Golden Skans;Klaxons;Pop;2007;142;84;46;-3;25;71;165;0;4;67
Heaven;DJ Sammy;Other;2002;138;95;57;-6;23;60;234;0;5;67
Hero (feat. Josey Scott);Chad Kroeger;Rock/Metal;2003;147;84;43;-5;18;30;200;0;4;67
Hide Away;Daya;Pop;2016;95;83;88;-4;7;47;191;22;9;67
Hideaway;Kiesza;Other;2014;123;72;84;-4;8;20;252;9;5;67
Hypnotized;Purple Disco Machine;EDM;2020;108;81;69;-5;11;70;196;10;10;67
Hypnotized (feat. Akon);Plies;Hip hop/Rap/R&b;2007;117;57;84;-7;41;62;188;16;8;67
I Need a Girl (Pt. 1) [feat. Usher & Loon];Diddy;Pop;2005;89;71;66;-6;21;76;269;40;21;67
It's Been Awhile;Staind;Rock/Metal;2001;117;77;51;-4;14;8;265;0;3;67
It's Goin' Down (feat. Nitti);Yung Joc;Hip hop/Rap/R&b;2006;84;58;89;-8;13;61;242;10;6;67
Keisha & Becky - Remix;Russ Millions;Other;2019;141;47;86;-10;12;64;253;25;48;67
late at night;Roddy Ricch;Hip hop/Rap/R&b;2021;99;40;64;-11;14;11;175;34;41;67
Let It Rock;Kevin Rudolf;Hip hop/Rap/R&b;2008;113;78;61;-4;7;43;231;0;4;67
Lights - Single Version;Ellie Goulding;Other;2010;120;80;68;-6;13;78;211;3;4;67
Little L;Jamiroquai;Pop;2001;122;72;88;-5;13;90;295;17;13;67
Lola's Theme - Radio Edit;The Shapeshifters;EDM;2004;124;84;75;-5;13;67;207;0;5;67
Magic (feat. Rivers Cuomo);B.o.B;Hip hop/Rap/R&b;2010;82;93;55;-4;35;79;196;1;34;67
Melukis Senja;Budi Doremi;Pop;2020;98;37;65;-10;9;36;251;63;2;67
Memories (feat. Kid Cudi);David Guetta;Other;2010;130;90;55;-4;23;47;211;0;23;67
Misery;Maroon 5;Pop;2010;103;81;70;-5;22;73;216;0;4;67
Miss Independent;Ne-Yo;Pop;2008;172;67;67;-6;19;73;232;48;14;67
Need to Know;Doja Cat;Pop;2021;130;61;66;-7;9;19;211;30;7;67
Never Let You Go;Shouse;Other;2022;127;83;61;-4;8;47;179;5;4;67
Never Let You Go - 2008 Remaster;Third Eye Blind;Rock/Metal;1999;114;94;73;-5;11;97;237;8;4;67
No Letting Go;Wayne Wonder;Other;2003;100;82;50;-6;18;32;202;5;4;67
Not Over You;Gavin DeGraw;Other;2011;142;89;63;-5;18;36;219;26;5;67
One;Mary J. Blige;Pop;2005;186;87;34;-3;13;27;260;8;8;67
Ordinary People;John Legend;Other;2005;67;13;47;-14;9;36;281;93;8;67
Outnumbered;Dermot Kennedy;Pop;2019;157;68;61;-6;10;26;246;25;16;67
Patience;Take That;Other;2006;176;78;31;-4;12;37;202;14;4;67
Post Malone (feat. RANI);Sam Feldt;EDM;2019;107;64;59;-4;11;65;174;8;12;67
Powerglide (feat. Juicy J) - From SR3MM;Rae Sremmurd;Hip hop/Rap/R&b;2018;174;83;71;-5;12;58;332;2;15;67
Rake It Up (feat. Nicki Minaj);Yo Gotti;Hip hop/Rap/R&b;2017;150;44;91;-8;14;53;276;2;34;67
Release Me;Agnes;Other;2009;128;92;62;-3;11;72;256;1;3;67
Satisfaction - Isak Original Extended;Benny Benassi;EDM;2003;130;70;79;-4;7;34;286;16;10;67
Say Hey (I Love You) (feat. Cherine Tanya Anderson);Michael Franti & Spearhead;Other;2008;93;98;74;-4;18;96;236;4;9;67
She's So Lovely;Scouting For Girls;Other;2007;167;86;50;-3;5;62;224;6;6;67
Silhouettes - Original Radio Edit;Avicii;EDM;2012;128;80;61;-6;12;84;212;16;5;67
"Slow Down - 12"" Version";Bobby V.;Hip hop/Rap/R&b;2005;186;73;57;-5;40;63;259;18;10;67
Solar Power;Lorde;Pop;2021;88;48;73;-9;31;88;193;24;9;67
Somebody;Natalie La Rose;Other;2014;105;52;83;-9;7;74;190;0;4;67
Stuck Like Glue;Sugarland;Other;2010;84;80;70;-5;5;84;248;33;6;67
t r a n s p a r e n t s o u l feat. Travis Barker;WILLOW;Other;2021;90;83;39;-5;16;19;168;0;6;67
Take Me Back to London (feat. Stormzy);Ed Sheeran;Pop;2019;138;76;89;-6;16;61;190;22;22;67
Take You There;Sean Kingston;Pop;2008;115;92;75;-4;26;63;237;2;7;67
That's the Way It Is;Céline Dion;Pop;1999;93;89;63;-5;12;58;241;15;4;67
The Man Who Can't Be Moved;The Script;Rock/Metal;2008;100;63;61;-5;10;31;241;43;3;67
The Riddle;Gigi D'Agostino;Other;1999;127;88;74;-7;8;83;285;2;4;67
Thotiana;Blueface;Hip hop/Rap/R&b;2018;104;38;91;-13;11;39;129;18;27;67
Till the World Ends;Britney Spears;Pop;2011;132;71;69;-6;20;45;238;2;7;67
Tonight (I'm Fuckin' You);Enrique Iglesias;Pop;2010;126;89;65;-4;12;32;232;3;5;67
Trumpets;Jason Derulo;Pop;2013;82;70;63;-5;10;64;217;56;24;67
Turn Me On (feat. Nicki Minaj);David Guetta;Other;2012;128;79;70;-2;57;41;200;5;6;67
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)";Donell Jones;Hip hop/Rap/R&b;1999;103;54;85;-6;4;87;244;4;8;67
Warwick Avenue;Duffy;Other;2008;170;59;49;-6;12;50;226;34;4;67
Way down We Go;KALEO;Other;2015;82;58;59;-6;8;26;220;61;5;67
We Made You;Eminem;Hip hop/Rap/R&b;2009;114;85;92;-1;13;67;270;11;8;67
White Walls (feat. ScHoolboy Q & Hollis);Macklemore & Ryan Lewis;Hip hop/Rap/R&b;2012;116;78;77;-6;34;84;220;5;14;67
Who Let The Dogs Out;Baha Men;Pop;2000;129;89;87;-5;15;78;198;6;10;67
Wish You Were Mine - Radio Edit;Philip George;EDM;2014;123;83;65;-4;10;41;178;1;3;67
X (feat. Maluma & Ozuna) - Remix;Nicky Jam;Hip hop/Rap/R&b;2018;180;70;66;-5;8;74;236;6;10;67
XO;Beyoncé;Pop;2014;170;79;47;-9;31;22;216;16;26;67
You Don't Know My Name;Alicia Keys;Other;2003;167;66;26;-8;34;25;367;59;19;67
You Give Me Something;James Morrison;Other;2006;80;69;56;-6;9;58;213;22;11;67
Your Song - Bonus Track;Ellie Goulding;Other;2010;134;20;55;-12;14;40;192;94;3;67
24K Magic;Bruno Mars;Pop;2016;107;80;82;-4;15;63;226;3;8;66
34+35 Remix (feat. Doja Cat & Megan Thee Stallion) - Remix;Ariana Grande;Pop;2021;110;66;88;-6;23;73;182;21;30;66
6 Foot 7 Foot;Lil Wayne;Hip hop/Rap/R&b;2011;79;75;37;-5;32;60;249;0;30;66
Ain't No Other Man;Christina Aguilera;Pop;2006;128;74;86;-5;10;51;229;0;22;66
All Good Things (Come To An End);Nelly Furtado;Latin/Reggaeton;2006;101;65;66;-8;11;39;311;25;3;66
Animal;Neon Trees;Rock/Metal;2010;148;83;48;-6;38;74;212;0;4;66
Back To Sleep;Chris Brown;Hip hop/Rap/R&b;2015;93;65;65;-5;9;72;201;4;24;66
Bananza (Belly Dancer);Akon;Pop;2005;105;70;88;-6;74;69;238;3;13;66
Bed;J. Holiday;Hip hop/Rap/R&b;2007;128;61;68;-7;6;72;275;17;5;66
Belum Siap Kehilangan;Stevan Pasaribu;Pop;2020;144;56;48;-6;9;20;288;66;3;66
Black Horse And The Cherry Tree;KT Tunstall;Other;2005;105;79;75;-8;34;92;172;33;6;66
Body Party;Ciara;Pop;2013;134;58;58;-6;60;12;234;1;6;66
Bootylicious;Destiny's Child;Pop;2001;103;84;84;-4;15;64;208;0;28;66
Bring Em Out;T.I.;Hip hop/Rap/R&b;2004;99;89;76;-3;14;59;217;3;26;66
Caught Up;Usher;Hip hop/Rap/R&b;2004;110;81;82;-5;12;81;225;3;6;66
Deja Vu (feat. Jay-Z);Beyoncé;Pop;2007;105;75;64;-5;7;36;240;1;34;66
Do It To It;Cherish;Hip hop/Rap/R&b;2006;74;67;83;-6;50;79;226;1;17;66
Don't Be so Shy - Filatov & Karas Remix;Imany;Pop;2015;120;90;77;-6;39;91;191;5;6;66
Don't Mind;Kent Jones;Hip hop/Rap/R&b;2016;159;77;46;-5;6;69;198;2;34;66
Flex (Ooh Ooh Ooh);Rich Homie Quan;Hip hop/Rap/R&b;2015;82;61;73;-8;19;89;177;4;5;66
Fuck It (I Don't Want You Back);Eamon;Hip hop/Rap/R&b;2004;69;65;83;-6;4;57;225;21;7;66
Glamorous;Fergie;Pop;2006;131;76;81;-6;10;56;247;30;23;66
Gold Dust - Radio Edit;DJ Fresh;Other;2010;177;95;45;-1;39;30;192;26;15;66
Good Girls Go Bad (feat. Leighton Meester);Cobra Starship;Pop;2009;120;87;59;-4;55;63;196;1;8;66
Good People;Jack Johnson;Other;2005;176;59;72;-6;9;92;209;20;3;66
Grind With Me;Pretty Ricky;Hip hop/Rap/R&b;2005;137;54;70;-6;11;19;238;0;5;66
HandClap;Fitz and The Tantrums;Other;2016;140;84;64;-3;8;72;193;1;4;66
Heartbeat Song;Kelly Clarkson;Pop;2015;149;80;49;-4;6;48;199;1;5;66
Heartbreak Warfare;John Mayer;Other;2009;97;55;62;-8;30;31;270;19;2;66
Here;Alessia Cara;Hip hop/Rap/R&b;2016;120;82;38;-4;8;33;199;8;10;66
I Hate This Part;The Pussycat Dolls;Pop;2008;112;61;76;-4;27;45;218;7;3;66
I Like It;Enrique Iglesias;Pop;2010;129;94;65;-3;6;73;231;2;9;66
I Will Follow You into the Dark;Death Cab for Cutie;Rock/Metal;2005;78;16;58;-15;12;48;189;92;4;66
I Won't Let You Go;James Morrison;Other;2011;106;61;54;-6;15;16;229;23;3;66
Incomplete;Sisqo;Hip hop/Rap/R&b;1999;119;44;75;-8;14;27;274;28;8;66
It Feels So Good;Sonique;Pop;2000;135;68;63;-7;13;56;241;1;3;66
Jai Ho! (You Are My Destiny);A.R. Rahman;Other;2009;136;94;66;-4;8;88;222;5;6;66
Laffy Taffy;D4L;Hip hop/Rap/R&b;2005;77;44;89;-8;9;62;224;4;43;66
Left Outside Alone;Anastacia;Rock/Metal;2004;103;75;66;-4;9;33;257;7;3;66
Like a Boy;Ciara;Pop;2006;132;72;70;-6;9;43;237;27;14;66
Like Glue;Sean Paul;Pop;2022;98;78;76;-5;11;59;233;8;32;66
Lisztomania;Phoenix;Pop;2009;98;79;64;-7;53;31;242;3;4;66
Love Lockdown;Kanye West;Hip hop/Rap/R&b;2008;120;52;76;-8;11;11;270;5;3;66
Luxurious;Gwen Stefani;Pop;2004;131;73;81;-4;12;67;265;15;8;66
Money On My Mind;Sam Smith;Pop;2014;134;84;69;-5;23;74;193;20;18;66
No Brainer;DJ Khaled;Hip hop/Rap/R&b;2018;136;76;55;-5;9;64;260;7;34;66
Old Thing Back (feat. Ja Rule and Ralph Tresvant);Matoma;Pop;2015;97;86;81;-3;26;52;322;19;11;66
Pound The Alarm;Nicki Minaj;Pop;2012;125;86;73;-4;2;59;206;4;6;66
Pretty Girl Rock;Keri Hilson;Pop;2010;160;87;67;-5;9;90;244;20;25;66
Put It On Me;Ja Rule;Pop;2000;93;79;83;-5;5;79;263;0;17;66
Russian Roulette;Rihanna;Pop;2009;80;49;48;-6;11;27;228;5;4;66
Sexy Can I;Ray J;Hip hop/Rap/R&b;2008;172;69;57;-6;62;93;204;30;32;66
Shackles (Praise You);Mary Mary;Other;2000;100;83;78;-3;9;80;198;3;16;66
Slow Motion;JUVENILE;Other;2003;173;73;71;-5;7;89;248;55;33;66
STARSTRUKK (feat. Katy Perry);3OH!3;Other;2009;140;81;61;-6;23;23;203;0;6;66
Stay The Night - Featuring Hayley Williams Of Paramore;Zedd;Other;2014;128;74;60;-3;9;46;217;11;4;66
Still Fly;Big Tymers;Other;2002;178;61;68;-4;34;56;336;3;16;66
Superstar (feat. Matthew Santos);Lupe Fiasco;Hip hop/Rap/R&b;2007;95;82;57;-6;36;47;289;21;36;66
Take A Picture;Filter;Rock/Metal;1999;99;78;54;-8;18;28;364;0;3;66
Tears Dry On Their Own;Amy Winehouse;Other;2006;122;87;64;-3;29;45;185;49;12;66
The Tide Is High - Radio Mix;Atomic Kitten;Pop;2002;104;65;78;-4;7;67;206;2;3;66
Touch Me (Radio Edit) [feat. Cassandra];Rui Da Silva;EDM;2001;129;92;46;-8;5;70;213;12;6;66
Trick Me;Kelis;Pop;2003;107;72;97;-3;33;96;206;4;15;66
Turn Up the Music;Chris Brown;Hip hop/Rap/R&b;2012;130;84;59;-6;16;64;228;0;10;66
U Don't Have to Call;Usher;Hip hop/Rap/R&b;2001;100;57;79;-5;3;81;269;5;5;66
Ugly Heart;G.R.L.;Other;2014;125;79;65;-5;32;45;198;2;5;66
Watch Me (Whip / Nae Nae);Silentó;Other;2015;140;76;82;-9;32;96;185;25;12;66
We No Speak Americano (Edit);Yolanda Be Cool;Pop;2020;125;81;90;-5;9;75;157;7;5;66
What You Know;T.I.;Hip hop/Rap/R&b;2006;73;81;55;-4;17;33;274;2;3;66
Whole Again;Atomic Kitten;Pop;2001;94;71;75;-5;17;57;185;8;4;66
Wiggle (feat. Snoop Dogg);Jason Derulo;Pop;2013;82;62;70;-7;16;72;193;8;25;66
You Know I'm No Good;Amy Winehouse;Other;2006;103;81;71;-4;7;73;257;1;3;66
All For You;Janet Jackson;Pop;2001;114;93;75;-3;13;73;330;2;7;65
All Rise;Blue;Other;2001;98;74;72;-3;17;93;224;12;3;65
Angels;The xx;Other;2012;92;16;42;-18;10;34;172;95;4;65
Antisocial (with Travis Scott);Ed Sheeran;Pop;2019;152;82;72;-5;36;91;162;13;5;65
Beg for You (feat. Rina Sawayama);Charli XCX;Pop;2022;128;95;79;-5;12;47;168;22;6;65
Boasty (feat. Idris Elba);Wiley;Other;2019;103;77;89;-5;9;46;177;1;7;65
Boyfriend;Justin Bieber;Pop;2012;97;55;72;-6;13;33;171;4;5;65
Breathe Me;Sia;Pop;2004;120;64;55;-7;11;21;273;4;3;65
Can't Let You Go (feat. Mike Shorey & Lil' Mo);Fabolous;Hip hop/Rap/R&b;2003;192;60;65;-7;8;81;224;23;46;65
Cool Girl;Tove Lo;Other;2016;102;69;67;-7;8;20;199;31;11;65
Dancing On My Own;Robyn;Pop;2010;117;86;67;-5;9;28;286;6;3;65
Desert Rose;Sting;Other;1999;112;66;59;-8;11;15;286;1;3;65
Die A Happy Man;Thomas Rhett;Other;2015;166;39;60;-9;12;40;227;42;3;65
Don't Be so Hard on Yourself;Jess Glynne;Pop;2015;120;82;57;-3;16;66;211;6;3;65
Don't Phunk With My Heart;Black Eyed Peas;Pop;2005;131;93;69;-3;55;60;240;1;6;65
Don't Wake Me Up;Chris Brown;Hip hop/Rap/R&b;2012;128;69;60;-5;14;21;222;5;5;65
Don't Wanna Go Home;Jason Derulo;Pop;2011;122;81;67;-5;13;64;206;2;7;65
Fergalicious;Fergie;Pop;2006;129;58;91;-8;13;83;292;6;32;65
Galvanize;The Chemical Brothers;Pop;2005;104;71;75;-4;36;37;394;1;8;65
German;EO;Other;2018;103;58;86;-6;19;85;171;81;7;65
Get It Shawty;Lloyd;Hip hop/Rap/R&b;2007;128;91;82;-4;5;67;210;12;24;65
Ghost;Ella Henderson;Pop;2014;105;84;68;-4;14;47;213;5;4;65
Good Grief;Bastille;Other;2016;120;76;73;-5;31;88;206;15;7;65
Hella Good;No Doubt;Pop;2001;115;67;77;-4;9;84;243;1;3;65
Hey Daddy (Daddy's Home);Usher;Hip hop/Rap/R&b;2010;96;70;59;-4;11;35;224;0;3;65
Hey Mama;Black Eyed Peas;Pop;2003;100;88;87;-6;60;94;215;11;24;65
Holy Grail;JAY-Z;Hip hop/Rap/R&b;2013;145;53;68;-7;26;16;338;6;8;65
How Low;Ludacris;Hip hop/Rap/R&b;2010;144;50;79;-7;22;42;202;0;5;65
I Follow Rivers - The Magician Remix;Lykke Li;Pop;2021;122;70;79;-6;8;30;280;2;4;65
I Luv Your Girl;The-Dream;Hip hop/Rap/R&b;2007;90;32;72;-10;12;4;268;1;3;65
I Predict A Riot;Kaiser Chiefs;Rock/Metal;2005;159;98;40;-3;12;41;233;2;8;65
I'm Outta Love - Radio Edit;Anastacia;Pop;1999;119;72;76;-6;8;65;245;40;6;65
In Your Eyes;Kylie Minogue;Pop;2001;124;89;69;-6;7;71;198;13;7;65
It's Gonna Be Me;*NSYNC;Other;2000;165;87;64;-5;6;88;191;5;8;65
Joker And The Thief;Wolfmother;Rock/Metal;2006;156;80;26;-2;41;47;280;2;5;65
Let Me Hold You (feat. Omarion);Bow Wow;Pop;2005;152;66;82;-8;9;61;248;9;20;65
Lose My Breath;Destiny's Child;Pop;2004;119;90;81;-6;10;55;242;1;6;65
Lost Without U;Robin Thicke;Pop;2006;113;35;66;-12;11;82;254;23;12;65
Make Me Feel;Janelle Monáe;Other;2018;115;41;86;-7;33;70;194;13;18;65
Meant to Live;Switchfoot;Other;2003;152;90;40;-5;36;56;201;1;5;65
Motivation;Kelly Rowland;Hip hop/Rap/R&b;2011;141;67;74;-6;11;27;231;19;4;65
Mundian To Bach Ke;Panjabi MC;Other;2003;98;85;78;-7;14;91;246;30;4;65
My My My;Armand Van Helden;Other;2005;128;73;65;-8;4;74;182;1;25;65
Na Na;Trey Songz;Pop;2015;97;48;67;-6;10;24;232;33;4;65
Never Be Like You;Flume;Pop;2016;120;59;54;-4;14;27;235;45;5;65
Never Leave You (Uh Oooh, Uh Oooh);Lumidee;Pop;2003;200;66;81;-6;8;78;185;4;36;65
Peaches & Cream;112;Hip hop/Rap/R&b;2001;204;52;68;-6;5;77;193;0;33;65
Rehab;Amy Winehouse;Other;2006;72;87;43;-3;40;73;214;5;7;65
RITMO (Bad Boys For Life);Black Eyed Peas;Pop;2020;105;72;73;-7;73;67;215;3;6;65
Rockin' That Shit;The-Dream;Hip hop/Rap/R&b;2009;78;62;67;-5;36;63;222;12;4;65
Same Love (feat. Mary Lambert);Macklemore & Ryan Lewis;Hip hop/Rap/R&b;2012;85;47;69;-9;10;30;319;72;17;65
Sexual;NEIKED;Other;2016;108;57;80;-8;7;84;189;7;7;65
So Gone;Monica;Hip hop/Rap/R&b;2003;82;55;62;-7;25;59;243;18;10;65
So Good;B.o.B;Hip hop/Rap/R&b;2012;86;90;66;-5;22;59;213;4;14;65
Sunshine (feat. Lea);Lil' Flip;Other;2004;94;39;81;-10;13;79;225;2;9;65
Swimming Pools (Drank) - Extended Version;Kendrick Lamar;Hip hop/Rap/R&b;2012;74;49;72;-8;60;26;314;12;40;65
test drive;Ariana Grande;Pop;2021;115;71;70;-5;12;32;122;3;5;65
The Game of Love (feat. Michelle Branch) - Main / Radio Mix;Santana;Rock/Metal;2002;120;93;59;-3;6;67;254;7;5;65
The Only Exception;Paramore;Pop;2009;138;56;45;-7;14;21;268;14;3;65
The Seed (2.0);The Roots;Hip hop/Rap/R&b;2002;111;96;76;-2;13;97;268;4;4;65
This Love;Maroon 5;Pop;2002;95;86;71;-5;9;81;206;5;4;65
